wordId,word,articleId,articleContent,exampleThai,exampleChinese
111,สวยงาม,14,"จำได้ไหมที่ฉันนั้นเคยถาม​​​​
ว่าจะเป็นอย่างไร ถ้าเราทั้งสอง
ในวันพรุ่งนี้ ที่ตื่นขึ้นมาแล้วเรา​​​ไม่ได้พบกัน อีกแล้ว

ถ้าวันนึงที่เราต้องจากกันไป​​​​ ถ้าเธอไม่มีฉันแล้วอยู่ได้ไหม
คำถามมากมายที่อยากให้เธอนั้นตอบ​​​ ได้ยินมันบ้างไหม

ใจเต็มไปด้วยคำถาม แต่ไม่มีเธอรับฟังอยู่อีกแล้ว​ 
เหมือนตอนที่เธอและฉันเคยเคียงข้างกัน

ไม่มีทางที่ฉันจะลืม​​​​​ทั้งเรื่องร้าย ๆ ในวันที่เราจากกัน
และเรื่องดี ๆ ที่ทำให้รู้ว่า​​​​ช่วงเวลาเหล่านั้น มันช่างสวยงาม
กี่คำถาม ที่มันยังคาในใจ​​​​ เธอรู้ไหมมันทรมานแค่ไหน
เพราะคำตอบ มันอยู่ในทุกนาทีที่ฉันเคยเคียงข้างเธอ

ทุกเรื่องราวยังชัดเหมือนเมื่อวาน​​​ ฉันไม่เคยจะลืมแม้ผ่านไปนาน
ทุกความสวยงามมีค่ามากมายให้เก็บ​​​ ไม่เคยทิ้งมันไปไหน

ใช้ชีวิตด้วยใจที่แตกสลาย​​​​ เพราะว่าเธอน่ะเป็นเหมือนสิ่งสุดท้าย
เรื่องราวมากมายยังอยู่ในใจที่เจ็บ​​​ เมื่อเก็บความรักไว้

ใจเต็มไปด้วยคำถาม แต่ไม่มีเธอรับฟังอยู่อีกแล้ว​ 
เหมือนตอนที่เธอและฉันเคยเคียงข้างกัน

ไม่มีทางที่ฉันจะลืม​​​​​ทั้งเรื่องร้าย ๆ ในวันที่เราจากกัน
และเรื่องดี ๆ ที่ทำให้รู้ว่า​​​​ช่วงเวลาเหล่านั้น มันช่างสวยงาม
กี่คำถาม ที่มันยังคาในใจ​​​​ เธอรู้ไหมมันทรมานแค่ไหน
เพราะคำตอบ มันอยู่ในทุกนาทีที่ฉันเคยเคียงข้างเธอ

ไม่มีทางที่ฉันจะลืม​​​​​ทั้งเรื่องร้าย ๆ ในวันที่เราจากกัน
และเรื่องดี ๆ ที่ทำให้รู้ว่า​​​​ช่วงเวลาเหล่านั้น มันช่างสวยงาม (ขนาดไหน)
กี่คำถาม ที่มันยังคาในใจ​​​​ เธอรู้ไหมมันทรมานแค่ไหน
เพราะคำตอบ มันอยู่ในทุกนาทีที่ฉันเคยเคียงข้างเธอ

ไม่มีทางที่ฉันจะลืม​​​​​ทั้งเรื่องร้าย ๆ ในวันที่เราจากกัน
และเรื่องดี ๆ ที่ทำให้รู้ว่า​​​​ช่วงเวลาเหล่านั้น มันช่างสวยงาม (ขนาดไหน)
กี่คำถาม ที่มันยังคาในใจ​​​​ เธอรู้ไหมมันทรมานแค่ไหน
เพราะคำตอบ มันอยู่ในทุกนาทีที่ฉันเคยเคียงข้างเธอ

ช่วงเวลาเหล่านั้น มันช่างสวยงาม
กี่คำถาม ที่มันยังคาในใจ​​​​ เธอรู้ไหมมันทรมานแค่ไหน
เพราะคำตอบ มันอยู่ในทุกนาทีที่ฉันเคยเคียงข้างเธอ",,
112,รัก,14,"จำได้ไหมที่ฉันนั้นเคยถาม​​​​
ว่าจะเป็นอย่างไร ถ้าเราทั้งสอง
ในวันพรุ่งนี้ ที่ตื่นขึ้นมาแล้วเรา​​​ไม่ได้พบกัน อีกแล้ว

ถ้าวันนึงที่เราต้องจากกันไป​​​​ ถ้าเธอไม่มีฉันแล้วอยู่ได้ไหม
คำถามมากมายที่อยากให้เธอนั้นตอบ​​​ ได้ยินมันบ้างไหม

ใจเต็มไปด้วยคำถาม แต่ไม่มีเธอรับฟังอยู่อีกแล้ว​ 
เหมือนตอนที่เธอและฉันเคยเคียงข้างกัน

ไม่มีทางที่ฉันจะลืม​​​​​ทั้งเรื่องร้าย ๆ ในวันที่เราจากกัน
และเรื่องดี ๆ ที่ทำให้รู้ว่า​​​​ช่วงเวลาเหล่านั้น มันช่างสวยงาม
กี่คำถาม ที่มันยังคาในใจ​​​​ เธอรู้ไหมมันทรมานแค่ไหน
เพราะคำตอบ มันอยู่ในทุกนาทีที่ฉันเคยเคียงข้างเธอ

ทุกเรื่องราวยังชัดเหมือนเมื่อวาน​​​ ฉันไม่เคยจะลืมแม้ผ่านไปนาน
ทุกความสวยงามมีค่ามากมายให้เก็บ​​​ ไม่เคยทิ้งมันไปไหน

ใช้ชีวิตด้วยใจที่แตกสลาย​​​​ เพราะว่าเธอน่ะเป็นเหมือนสิ่งสุดท้าย
เรื่องราวมากมายยังอยู่ในใจที่เจ็บ​​​ เมื่อเก็บความรักไว้

ใจเต็มไปด้วยคำถาม แต่ไม่มีเธอรับฟังอยู่อีกแล้ว​ 
เหมือนตอนที่เธอและฉันเคยเคียงข้างกัน

ไม่มีทางที่ฉันจะลืม​​​​​ทั้งเรื่องร้าย ๆ ในวันที่เราจากกัน
และเรื่องดี ๆ ที่ทำให้รู้ว่า​​​​ช่วงเวลาเหล่านั้น มันช่างสวยงาม
กี่คำถาม ที่มันยังคาในใจ​​​​ เธอรู้ไหมมันทรมานแค่ไหน
เพราะคำตอบ มันอยู่ในทุกนาทีที่ฉันเคยเคียงข้างเธอ

ไม่มีทางที่ฉันจะลืม​​​​​ทั้งเรื่องร้าย ๆ ในวันที่เราจากกัน
และเรื่องดี ๆ ที่ทำให้รู้ว่า​​​​ช่วงเวลาเหล่านั้น มันช่างสวยงาม (ขนาดไหน)
กี่คำถาม ที่มันยังคาในใจ​​​​ เธอรู้ไหมมันทรมานแค่ไหน
เพราะคำตอบ มันอยู่ในทุกนาทีที่ฉันเคยเคียงข้างเธอ

ไม่มีทางที่ฉันจะลืม​​​​​ทั้งเรื่องร้าย ๆ ในวันที่เราจากกัน
และเรื่องดี ๆ ที่ทำให้รู้ว่า​​​​ช่วงเวลาเหล่านั้น มันช่างสวยงาม (ขนาดไหน)
กี่คำถาม ที่มันยังคาในใจ​​​​ เธอรู้ไหมมันทรมานแค่ไหน
เพราะคำตอบ มันอยู่ในทุกนาทีที่ฉันเคยเคียงข้างเธอ

ช่วงเวลาเหล่านั้น มันช่างสวยงาม
กี่คำถาม ที่มันยังคาในใจ​​​​ เธอรู้ไหมมันทรมานแค่ไหน
เพราะคำตอบ มันอยู่ในทุกนาทีที่ฉันเคยเคียงข้างเธอ",,
113,ทรมาน,14,"จำได้ไหมที่ฉันนั้นเคยถาม​​​​
ว่าจะเป็นอย่างไร ถ้าเราทั้งสอง
ในวันพรุ่งนี้ ที่ตื่นขึ้นมาแล้วเรา​​​ไม่ได้พบกัน อีกแล้ว

ถ้าวันนึงที่เราต้องจากกันไป​​​​ ถ้าเธอไม่มีฉันแล้วอยู่ได้ไหม
คำถามมากมายที่อยากให้เธอนั้นตอบ​​​ ได้ยินมันบ้างไหม

ใจเต็มไปด้วยคำถาม แต่ไม่มีเธอรับฟังอยู่อีกแล้ว​ 
เหมือนตอนที่เธอและฉันเคยเคียงข้างกัน

ไม่มีทางที่ฉันจะลืม​​​​​ทั้งเรื่องร้าย ๆ ในวันที่เราจากกัน
และเรื่องดี ๆ ที่ทำให้รู้ว่า​​​​ช่วงเวลาเหล่านั้น มันช่างสวยงาม
กี่คำถาม ที่มันยังคาในใจ​​​​ เธอรู้ไหมมันทรมานแค่ไหน
เพราะคำตอบ มันอยู่ในทุกนาทีที่ฉันเคยเคียงข้างเธอ

ทุกเรื่องราวยังชัดเหมือนเมื่อวาน​​​ ฉันไม่เคยจะลืมแม้ผ่านไปนาน
ทุกความสวยงามมีค่ามากมายให้เก็บ​​​ ไม่เคยทิ้งมันไปไหน

ใช้ชีวิตด้วยใจที่แตกสลาย​​​​ เพราะว่าเธอน่ะเป็นเหมือนสิ่งสุดท้าย
เรื่องราวมากมายยังอยู่ในใจที่เจ็บ​​​ เมื่อเก็บความรักไว้

ใจเต็มไปด้วยคำถาม แต่ไม่มีเธอรับฟังอยู่อีกแล้ว​ 
เหมือนตอนที่เธอและฉันเคยเคียงข้างกัน

ไม่มีทางที่ฉันจะลืม​​​​​ทั้งเรื่องร้าย ๆ ในวันที่เราจากกัน
และเรื่องดี ๆ ที่ทำให้รู้ว่า​​​​ช่วงเวลาเหล่านั้น มันช่างสวยงาม
กี่คำถาม ที่มันยังคาในใจ​​​​ เธอรู้ไหมมันทรมานแค่ไหน
เพราะคำตอบ มันอยู่ในทุกนาทีที่ฉันเคยเคียงข้างเธอ

ไม่มีทางที่ฉันจะลืม​​​​​ทั้งเรื่องร้าย ๆ ในวันที่เราจากกัน
และเรื่องดี ๆ ที่ทำให้รู้ว่า​​​​ช่วงเวลาเหล่านั้น มันช่างสวยงาม (ขนาดไหน)
กี่คำถาม ที่มันยังคาในใจ​​​​ เธอรู้ไหมมันทรมานแค่ไหน
เพราะคำตอบ มันอยู่ในทุกนาทีที่ฉันเคยเคียงข้างเธอ

ไม่มีทางที่ฉันจะลืม​​​​​ทั้งเรื่องร้าย ๆ ในวันที่เราจากกัน
และเรื่องดี ๆ ที่ทำให้รู้ว่า​​​​ช่วงเวลาเหล่านั้น มันช่างสวยงาม (ขนาดไหน)
กี่คำถาม ที่มันยังคาในใจ​​​​ เธอรู้ไหมมันทรมานแค่ไหน
เพราะคำตอบ มันอยู่ในทุกนาทีที่ฉันเคยเคียงข้างเธอ

ช่วงเวลาเหล่านั้น มันช่างสวยงาม
กี่คำถาม ที่มันยังคาในใจ​​​​ เธอรู้ไหมมันทรมานแค่ไหน
เพราะคำตอบ มันอยู่ในทุกนาทีที่ฉันเคยเคียงข้างเธอ",,
113,ทรมาน,36,"จำได้ไหมดอกไม้ดอกนั้นที่ฉันปลูกมันกับเธอ เมื่อวันที่เราอยู่ข้างกัน
ฉันดูแลอยู่อย่างดีในทุกวัน 
แต่มันจะสวยเป็นพิเศษ เมื่อตอนที่ฝนพรำ 

จำได้ไหมอะไรที่เราชอบทำด้วยกันเมื่อวันเธออยู่กับฉัน
ฉันยังทำแบบเดิมในทุกวัน 
แต่มันไม่เห็นมีความสุข เมื่อเราต้องไกลกัน 

ฝันฉันก็ซ้ำๆ ทุกวันมีเพียง ภาพเธอในนั้น
ได้แค่รอและรอวันที่ดอกไม้จะบานอีกครั้ง

มีคนคิดถึงเธอ
แล้วเธอรู้สึกได้หรือเปล่า
คนที่คิดถึงเธอ
นั่งมองฟ้าและคิดถึงวันเก่า

กี่ราตรีที่เลยผ่าน
แต่ละคืนช่างยาวนาน 
ทุกนาทีมันนาน ดั่งชั่วนิรันดร์

มีคนคิดถึงเธอ
เขามีแค่เธอยามตื่นและฝัน 
ทรมานเหลือเกิน 
เมื่อไรจะวันนั้น

วันที่เธอจะกลับมา วันที่ได้อยู่ข้างกัน
ดอกไม้ที่รอฝน ก็เหมือนคนทางนี้ที่รอเธอ

Wake up in the morning 
ก็เป็นแบบเดิมในทุกเช้า 
ใช้ชีวิตอีกวันและอีกวันไปด้วยความเหงา
คิดยังคิดแค่เพียงแต่เรื่องเรา
แต่ไม่รู้ว่าเธอจะเป็นบ้างหรือเปล่า

baby I dont wanna know อยู่ที่ไหน
ก็แค่ในบางเวลาที่ฉันได้กลิ่นดอกไม้
สมองมันยังเข้าใจว่าเธอยืนอยู่ทางซ้าย
จิตใต้สำนึกบอกว่าเธอไม่ไปไหน
everytime I think about you
ฉันทรมานแบบที่เธอไม่เคยรู้

ฝันฉันก็ซ้ำๆ ทุกวันมีเพียง ภาพเธอในนั้น
ได้แค่รอและรอวันที่ดอกไม้จะบานอีกครั้ง

มีคนคิดถึงเธอ
แล้วเธอรู้สึกได้หรือเปล่า
คนที่คิดถึงเธอ
นั่งมองฟ้าและคิดถึงวันเก่า

กี่ราตรีที่เลยผ่าน
แต่ละคืนช่างยาวนาน 
ทุกนาทีมันนาน ดั่งชั่วนิรันดร์

มีคนคิดถึงเธอ
เขามีแค่เธอยามตื่นและฝัน 
ทรมานเหลือเกิน 
เมื่อไรจะวันนั้น

วันที่เธอจะกลับมา วันที่ได้อยู่ข้างกัน
ดอกไม้ที่รอฝน ก็เหมือนคนทางนี้ที่รอเธอ

มีคนคิดถึงเธอ

แล้วเธอรู้สึกได้หรือเปล่า

คนที่คิดถึงเธอ

นั่งมองฟ้าและคิดถึงวันเก่า

กี่ราตรีที่เลยผ่าน
แต่ละคืนช่างยาวนาน

ทุกนาทีมันนาน
ดั่งชั่วนิรันดร์
มีคนคิดถึงเธอ

เขามีแค่เธอยามตื่นและฝัน

ทรมานเหลือเกิน

เมื่อไรจะวันนั้น

วันที่เธอจะกลับมา 

วันที่ได้อยู่ข้างกัน

ดอกไม้ที่รอฝน ก็เหมือนคนทางนี้ที่รอเธอ

I … I…. missing you",,
114,เคียงข้าง,14,"จำได้ไหมที่ฉันนั้นเคยถาม​​​​
ว่าจะเป็นอย่างไร ถ้าเราทั้งสอง
ในวันพรุ่งนี้ ที่ตื่นขึ้นมาแล้วเรา​​​ไม่ได้พบกัน อีกแล้ว

ถ้าวันนึงที่เราต้องจากกันไป​​​​ ถ้าเธอไม่มีฉันแล้วอยู่ได้ไหม
คำถามมากมายที่อยากให้เธอนั้นตอบ​​​ ได้ยินมันบ้างไหม

ใจเต็มไปด้วยคำถาม แต่ไม่มีเธอรับฟังอยู่อีกแล้ว​ 
เหมือนตอนที่เธอและฉันเคยเคียงข้างกัน

ไม่มีทางที่ฉันจะลืม​​​​​ทั้งเรื่องร้าย ๆ ในวันที่เราจากกัน
และเรื่องดี ๆ ที่ทำให้รู้ว่า​​​​ช่วงเวลาเหล่านั้น มันช่างสวยงาม
กี่คำถาม ที่มันยังคาในใจ​​​​ เธอรู้ไหมมันทรมานแค่ไหน
เพราะคำตอบ มันอยู่ในทุกนาทีที่ฉันเคยเคียงข้างเธอ

ทุกเรื่องราวยังชัดเหมือนเมื่อวาน​​​ ฉันไม่เคยจะลืมแม้ผ่านไปนาน
ทุกความสวยงามมีค่ามากมายให้เก็บ​​​ ไม่เคยทิ้งมันไปไหน

ใช้ชีวิตด้วยใจที่แตกสลาย​​​​ เพราะว่าเธอน่ะเป็นเหมือนสิ่งสุดท้าย
เรื่องราวมากมายยังอยู่ในใจที่เจ็บ​​​ เมื่อเก็บความรักไว้

ใจเต็มไปด้วยคำถาม แต่ไม่มีเธอรับฟังอยู่อีกแล้ว​ 
เหมือนตอนที่เธอและฉันเคยเคียงข้างกัน

ไม่มีทางที่ฉันจะลืม​​​​​ทั้งเรื่องร้าย ๆ ในวันที่เราจากกัน
และเรื่องดี ๆ ที่ทำให้รู้ว่า​​​​ช่วงเวลาเหล่านั้น มันช่างสวยงาม
กี่คำถาม ที่มันยังคาในใจ​​​​ เธอรู้ไหมมันทรมานแค่ไหน
เพราะคำตอบ มันอยู่ในทุกนาทีที่ฉันเคยเคียงข้างเธอ

ไม่มีทางที่ฉันจะลืม​​​​​ทั้งเรื่องร้าย ๆ ในวันที่เราจากกัน
และเรื่องดี ๆ ที่ทำให้รู้ว่า​​​​ช่วงเวลาเหล่านั้น มันช่างสวยงาม (ขนาดไหน)
กี่คำถาม ที่มันยังคาในใจ​​​​ เธอรู้ไหมมันทรมานแค่ไหน
เพราะคำตอบ มันอยู่ในทุกนาทีที่ฉันเคยเคียงข้างเธอ

ไม่มีทางที่ฉันจะลืม​​​​​ทั้งเรื่องร้าย ๆ ในวันที่เราจากกัน
และเรื่องดี ๆ ที่ทำให้รู้ว่า​​​​ช่วงเวลาเหล่านั้น มันช่างสวยงาม (ขนาดไหน)
กี่คำถาม ที่มันยังคาในใจ​​​​ เธอรู้ไหมมันทรมานแค่ไหน
เพราะคำตอบ มันอยู่ในทุกนาทีที่ฉันเคยเคียงข้างเธอ

ช่วงเวลาเหล่านั้น มันช่างสวยงาม
กี่คำถาม ที่มันยังคาในใจ​​​​ เธอรู้ไหมมันทรมานแค่ไหน
เพราะคำตอบ มันอยู่ในทุกนาทีที่ฉันเคยเคียงข้างเธอ",,
115,ชีวิต,15,"วันนี้ในปีที่เราได้ใช้ชีวิตด้วยกัน
เธอจำได้ไหมอะไรที่เราเคยผ่าน
ยิ้มและหัวเราะด้วยกัน
ทะเลาะกันบางครั้ง แต่มันก็ดีเธอว่าไหม

จะเป็นยังไงถ้าฉันไม่ทำเหมือนเก่า
เราจะยังรักกันหรือเปล่า
ถ้าไม่ปล่อยมือกัน
เธอกับฉันวันนี้จะเป็นอย่างไร

รักแรกมันลืมยาก
ฉันคงลืมยาก แม้จะนานเท่าไร
ไม่มีวันที่จะจางหาย

เธอสบายดีไหม
เป็นคำถามที่ยังคงวนอยู่ซ้ำๆ
อยากรู้แค่เพียงเธออยู่ตรงนั้น ที่ไม่มีฉัน
ชีวิตเธอเป็นไง 
คิดถึงกันบ้างไหม 
ส่วนฉันก็คิดถึงเธออยู่ซ้ำๆ
ก็หวังแค่เพียงเธออยู่ตรงนั้น 
จะสุขใจกว่าฉัน
อยากให้เธอยิ้มได้เหมือนเก่า
เหมือนตอนเรารักกัน

รู้บ้างไหมว่าฉันคิดอยู่เสมอ
ถ้ามีโอกาสได้รักเธอใหม่
จะกอดเธอเอาไว้ 
ไม่ปล่อยเธอหายไปอีกเลย

ในวันที่ไม่มีเรา ยังมีทุกความทรงจำ
แค่เพียงได้คิดถึง",,
116,ทะเลาะ,15,"วันนี้ในปีที่เราได้ใช้ชีวิตด้วยกัน
เธอจำได้ไหมอะไรที่เราเคยผ่าน
ยิ้มและหัวเราะด้วยกัน
ทะเลาะกันบางครั้ง แต่มันก็ดีเธอว่าไหม

จะเป็นยังไงถ้าฉันไม่ทำเหมือนเก่า
เราจะยังรักกันหรือเปล่า
ถ้าไม่ปล่อยมือกัน
เธอกับฉันวันนี้จะเป็นอย่างไร

รักแรกมันลืมยาก
ฉันคงลืมยาก แม้จะนานเท่าไร
ไม่มีวันที่จะจางหาย

เธอสบายดีไหม
เป็นคำถามที่ยังคงวนอยู่ซ้ำๆ
อยากรู้แค่เพียงเธออยู่ตรงนั้น ที่ไม่มีฉัน
ชีวิตเธอเป็นไง 
คิดถึงกันบ้างไหม 
ส่วนฉันก็คิดถึงเธออยู่ซ้ำๆ
ก็หวังแค่เพียงเธออยู่ตรงนั้น 
จะสุขใจกว่าฉัน
อยากให้เธอยิ้มได้เหมือนเก่า
เหมือนตอนเรารักกัน

รู้บ้างไหมว่าฉันคิดอยู่เสมอ
ถ้ามีโอกาสได้รักเธอใหม่
จะกอดเธอเอาไว้ 
ไม่ปล่อยเธอหายไปอีกเลย

ในวันที่ไม่มีเรา ยังมีทุกความทรงจำ
แค่เพียงได้คิดถึง",,
117,รัก,15,"วันนี้ในปีที่เราได้ใช้ชีวิตด้วยกัน
เธอจำได้ไหมอะไรที่เราเคยผ่าน
ยิ้มและหัวเราะด้วยกัน
ทะเลาะกันบางครั้ง แต่มันก็ดีเธอว่าไหม

จะเป็นยังไงถ้าฉันไม่ทำเหมือนเก่า
เราจะยังรักกันหรือเปล่า
ถ้าไม่ปล่อยมือกัน
เธอกับฉันวันนี้จะเป็นอย่างไร

รักแรกมันลืมยาก
ฉันคงลืมยาก แม้จะนานเท่าไร
ไม่มีวันที่จะจางหาย

เธอสบายดีไหม
เป็นคำถามที่ยังคงวนอยู่ซ้ำๆ
อยากรู้แค่เพียงเธออยู่ตรงนั้น ที่ไม่มีฉัน
ชีวิตเธอเป็นไง 
คิดถึงกันบ้างไหม 
ส่วนฉันก็คิดถึงเธออยู่ซ้ำๆ
ก็หวังแค่เพียงเธออยู่ตรงนั้น 
จะสุขใจกว่าฉัน
อยากให้เธอยิ้มได้เหมือนเก่า
เหมือนตอนเรารักกัน

รู้บ้างไหมว่าฉันคิดอยู่เสมอ
ถ้ามีโอกาสได้รักเธอใหม่
จะกอดเธอเอาไว้ 
ไม่ปล่อยเธอหายไปอีกเลย

ในวันที่ไม่มีเรา ยังมีทุกความทรงจำ
แค่เพียงได้คิดถึง",,
118,คิดถึง,15,"วันนี้ในปีที่เราได้ใช้ชีวิตด้วยกัน
เธอจำได้ไหมอะไรที่เราเคยผ่าน
ยิ้มและหัวเราะด้วยกัน
ทะเลาะกันบางครั้ง แต่มันก็ดีเธอว่าไหม

จะเป็นยังไงถ้าฉันไม่ทำเหมือนเก่า
เราจะยังรักกันหรือเปล่า
ถ้าไม่ปล่อยมือกัน
เธอกับฉันวันนี้จะเป็นอย่างไร

รักแรกมันลืมยาก
ฉันคงลืมยาก แม้จะนานเท่าไร
ไม่มีวันที่จะจางหาย

เธอสบายดีไหม
เป็นคำถามที่ยังคงวนอยู่ซ้ำๆ
อยากรู้แค่เพียงเธออยู่ตรงนั้น ที่ไม่มีฉัน
ชีวิตเธอเป็นไง 
คิดถึงกันบ้างไหม 
ส่วนฉันก็คิดถึงเธออยู่ซ้ำๆ
ก็หวังแค่เพียงเธออยู่ตรงนั้น 
จะสุขใจกว่าฉัน
อยากให้เธอยิ้มได้เหมือนเก่า
เหมือนตอนเรารักกัน

รู้บ้างไหมว่าฉันคิดอยู่เสมอ
ถ้ามีโอกาสได้รักเธอใหม่
จะกอดเธอเอาไว้ 
ไม่ปล่อยเธอหายไปอีกเลย

ในวันที่ไม่มีเรา ยังมีทุกความทรงจำ
แค่เพียงได้คิดถึง",,
118,คิดถึง,36,"จำได้ไหมดอกไม้ดอกนั้นที่ฉันปลูกมันกับเธอ เมื่อวันที่เราอยู่ข้างกัน
ฉันดูแลอยู่อย่างดีในทุกวัน 
แต่มันจะสวยเป็นพิเศษ เมื่อตอนที่ฝนพรำ 

จำได้ไหมอะไรที่เราชอบทำด้วยกันเมื่อวันเธออยู่กับฉัน
ฉันยังทำแบบเดิมในทุกวัน 
แต่มันไม่เห็นมีความสุข เมื่อเราต้องไกลกัน 

ฝันฉันก็ซ้ำๆ ทุกวันมีเพียง ภาพเธอในนั้น
ได้แค่รอและรอวันที่ดอกไม้จะบานอีกครั้ง

มีคนคิดถึงเธอ
แล้วเธอรู้สึกได้หรือเปล่า
คนที่คิดถึงเธอ
นั่งมองฟ้าและคิดถึงวันเก่า

กี่ราตรีที่เลยผ่าน
แต่ละคืนช่างยาวนาน 
ทุกนาทีมันนาน ดั่งชั่วนิรันดร์

มีคนคิดถึงเธอ
เขามีแค่เธอยามตื่นและฝัน 
ทรมานเหลือเกิน 
เมื่อไรจะวันนั้น

วันที่เธอจะกลับมา วันที่ได้อยู่ข้างกัน
ดอกไม้ที่รอฝน ก็เหมือนคนทางนี้ที่รอเธอ

Wake up in the morning 
ก็เป็นแบบเดิมในทุกเช้า 
ใช้ชีวิตอีกวันและอีกวันไปด้วยความเหงา
คิดยังคิดแค่เพียงแต่เรื่องเรา
แต่ไม่รู้ว่าเธอจะเป็นบ้างหรือเปล่า

baby I dont wanna know อยู่ที่ไหน
ก็แค่ในบางเวลาที่ฉันได้กลิ่นดอกไม้
สมองมันยังเข้าใจว่าเธอยืนอยู่ทางซ้าย
จิตใต้สำนึกบอกว่าเธอไม่ไปไหน
everytime I think about you
ฉันทรมานแบบที่เธอไม่เคยรู้

ฝันฉันก็ซ้ำๆ ทุกวันมีเพียง ภาพเธอในนั้น
ได้แค่รอและรอวันที่ดอกไม้จะบานอีกครั้ง

มีคนคิดถึงเธอ
แล้วเธอรู้สึกได้หรือเปล่า
คนที่คิดถึงเธอ
นั่งมองฟ้าและคิดถึงวันเก่า

กี่ราตรีที่เลยผ่าน
แต่ละคืนช่างยาวนาน 
ทุกนาทีมันนาน ดั่งชั่วนิรันดร์

มีคนคิดถึงเธอ
เขามีแค่เธอยามตื่นและฝัน 
ทรมานเหลือเกิน 
เมื่อไรจะวันนั้น

วันที่เธอจะกลับมา วันที่ได้อยู่ข้างกัน
ดอกไม้ที่รอฝน ก็เหมือนคนทางนี้ที่รอเธอ

มีคนคิดถึงเธอ

แล้วเธอรู้สึกได้หรือเปล่า

คนที่คิดถึงเธอ

นั่งมองฟ้าและคิดถึงวันเก่า

กี่ราตรีที่เลยผ่าน
แต่ละคืนช่างยาวนาน

ทุกนาทีมันนาน
ดั่งชั่วนิรันดร์
มีคนคิดถึงเธอ

เขามีแค่เธอยามตื่นและฝัน

ทรมานเหลือเกิน

เมื่อไรจะวันนั้น

วันที่เธอจะกลับมา 

วันที่ได้อยู่ข้างกัน

ดอกไม้ที่รอฝน ก็เหมือนคนทางนี้ที่รอเธอ

I … I…. missing you",,
119,โอกาส,15,"วันนี้ในปีที่เราได้ใช้ชีวิตด้วยกัน
เธอจำได้ไหมอะไรที่เราเคยผ่าน
ยิ้มและหัวเราะด้วยกัน
ทะเลาะกันบางครั้ง แต่มันก็ดีเธอว่าไหม

จะเป็นยังไงถ้าฉันไม่ทำเหมือนเก่า
เราจะยังรักกันหรือเปล่า
ถ้าไม่ปล่อยมือกัน
เธอกับฉันวันนี้จะเป็นอย่างไร

รักแรกมันลืมยาก
ฉันคงลืมยาก แม้จะนานเท่าไร
ไม่มีวันที่จะจางหาย

เธอสบายดีไหม
เป็นคำถามที่ยังคงวนอยู่ซ้ำๆ
อยากรู้แค่เพียงเธออยู่ตรงนั้น ที่ไม่มีฉัน
ชีวิตเธอเป็นไง 
คิดถึงกันบ้างไหม 
ส่วนฉันก็คิดถึงเธออยู่ซ้ำๆ
ก็หวังแค่เพียงเธออยู่ตรงนั้น 
จะสุขใจกว่าฉัน
อยากให้เธอยิ้มได้เหมือนเก่า
เหมือนตอนเรารักกัน

รู้บ้างไหมว่าฉันคิดอยู่เสมอ
ถ้ามีโอกาสได้รักเธอใหม่
จะกอดเธอเอาไว้ 
ไม่ปล่อยเธอหายไปอีกเลย

ในวันที่ไม่มีเรา ยังมีทุกความทรงจำ
แค่เพียงได้คิดถึง",,
120,มือ,15,"วันนี้ในปีที่เราได้ใช้ชีวิตด้วยกัน
เธอจำได้ไหมอะไรที่เราเคยผ่าน
ยิ้มและหัวเราะด้วยกัน
ทะเลาะกันบางครั้ง แต่มันก็ดีเธอว่าไหม

จะเป็นยังไงถ้าฉันไม่ทำเหมือนเก่า
เราจะยังรักกันหรือเปล่า
ถ้าไม่ปล่อยมือกัน
เธอกับฉันวันนี้จะเป็นอย่างไร

รักแรกมันลืมยาก
ฉันคงลืมยาก แม้จะนานเท่าไร
ไม่มีวันที่จะจางหาย

เธอสบายดีไหม
เป็นคำถามที่ยังคงวนอยู่ซ้ำๆ
อยากรู้แค่เพียงเธออยู่ตรงนั้น ที่ไม่มีฉัน
ชีวิตเธอเป็นไง 
คิดถึงกันบ้างไหม 
ส่วนฉันก็คิดถึงเธออยู่ซ้ำๆ
ก็หวังแค่เพียงเธออยู่ตรงนั้น 
จะสุขใจกว่าฉัน
อยากให้เธอยิ้มได้เหมือนเก่า
เหมือนตอนเรารักกัน

รู้บ้างไหมว่าฉันคิดอยู่เสมอ
ถ้ามีโอกาสได้รักเธอใหม่
จะกอดเธอเอาไว้ 
ไม่ปล่อยเธอหายไปอีกเลย

ในวันที่ไม่มีเรา ยังมีทุกความทรงจำ
แค่เพียงได้คิดถึง",,
